club_seed_id,country,state_province_code,state_province_name,club_name,club_type,size_tier,generation_method
3284,US,TX,Texas,Match Point Collective,League Organization,Tiny,ai_seed_template_v1
3285,US,TX,Texas,Lone Star Paddle Collective,Indoor Facility Club,Small,ai_seed_template_v1
3286,US,TX,Texas,Pacesetter Paddle Club,League Organization,Small,ai_seed_template_v1
3287,US,TX,Texas,Austin Paddle League,Retirement Community Club,Medium,ai_seed_template_v1
3288,US,TX,Texas,Lakeside Dink Center,Tournament Club,Small,ai_seed_template_v1
3289,US,TX,Texas,Premier Serve Community,Competitive Training Club,Tiny,ai_seed_template_v1
3290,US,TX,Texas,Houston Court Rec Club,Retirement Community Club,Tiny,ai_seed_template_v1
3291,US,TX,Texas,Dallas Dink Rec Club,League Organization,Tiny,ai_seed_template_v1
3292,US,TX,Texas,Victory Baseline Academy,Public Park Club,Tiny,ai_seed_template_v1
3293,US,TX,Texas,Community Rec Club,Social Club,Small,ai_seed_template_v1
3294,US,TX,Texas,Southside Dink Rec Club,Community Recreation Club,Small,ai_seed_template_v1
3295,US,TX,Texas,Houston Rally Community,Retirement Community Club,Small,ai_seed_template_v1
3296,US,TX,Texas,Prime Time Club,Private Athletic Club,Tiny,ai_seed_template_v1
3297,US,TX,Texas,Lone Star Dink Racquet & Paddle Club,Community Recreation Club,Medium,ai_seed_template_v1
3298,US,TX,Texas,Prime Time Pickleball Club,Competitive Training Club,Small,ai_seed_template_v1
3299,US,TX,Texas,Central Paddle Association,Indoor Facility Club,Small,ai_seed_template_v1
3300,US,TX,Texas,Hill Country Pickleball Racquet & Paddle Club,Public Park Club,Medium,ai_seed_template_v1
3301,US,TX,Texas,All-Court Community,Public Park Club,Small,ai_seed_template_v1
3302,US,TX,Texas,Dallas Pickleball Society,Competitive Training Club,Small,ai_seed_template_v1
3303,US,TX,Texas,Dallas Rally Collective,Community Recreation Club,Small,ai_seed_template_v1
3304,US,TX,Texas,Houston Dink Club,League Organization,Tiny,ai_seed_template_v1
3305,US,TX,Texas,Austin Court Paddle Club,League Organization,Small,ai_seed_template_v1
3306,US,TX,Texas,Heritage Drop Shot Racquet & Paddle Club,Tournament Club,Medium,ai_seed_template_v1
3307,US,TX,Texas,Downtown Drop Shot Community,Retirement Community Club,Medium,ai_seed_template_v1
3308,US,TX,Texas,Gulf Bend Rally Crew,Community Recreation Club,Small,ai_seed_template_v1
3309,US,TX,Texas,Houston Court League,Tournament Club,Medium,ai_seed_template_v1
3310,US,TX,Texas,Parkside Court Association,Social Club,Tiny,ai_seed_template_v1
3311,US,TX,Texas,Dallas Paddle Academy,Community Recreation Club,Small,ai_seed_template_v1
3312,US,TX,Texas,Houston Pickleball Paddle Club,Competitive Training Club,Large,ai_seed_template_v1
3313,US,TX,Texas,Gulf Bend Drop Shot Academy,Competitive Training Club,Medium,ai_seed_template_v1
3314,US,TX,Texas,Gulf Bend Pickleball Racquet & Paddle Club,Social Club,Tiny,ai_seed_template_v1
3315,US,TX,Texas,Valley Dink Athletic Club,Community Recreation Club,Small,ai_seed_template_v1
3316,US,TX,Texas,Active Life Center,Public Park Club,Tiny,ai_seed_template_v1
3317,US,UT,Utah,Riverside Dink Crew,Private Athletic Club,Medium,ai_seed_template_v1
3318,US,UT,Utah,Highland Dink Athletic Club,Retirement Community Club,Small,ai_seed_template_v1
3319,US,UT,Utah,Salt Lake Court Rec Club,Public Park Club,Small,ai_seed_template_v1
3320,US,UT,Utah,Moab Collective,Public Park Club,Medium,ai_seed_template_v1
3321,US,UT,Utah,Westside Dink Academy,League Organization,Tiny,ai_seed_template_v1
3322,US,UT,Utah,Lakeside Court Athletic Club,League Organization,Tiny,ai_seed_template_v1
3323,US,UT,Utah,Civic Dink Crew,Social Club,Tiny,ai_seed_template_v1
3324,US,UT,Utah,Beehive Pickleball Association,Indoor Facility Club,Tiny,ai_seed_template_v1
3325,US,UT,Utah,Community Pickleball Club,Indoor Facility Club,Small,ai_seed_template_v1
3326,US,UT,Utah,Salt Lake League,Private Athletic Club,Tiny,ai_seed_template_v1
3327,US,UT,Utah,Red Rock Paddle Center,Retirement Community Club,Medium,ai_seed_template_v1
3328,US,UT,Utah,Highland Paddle Racquet & Paddle Club,Social Club,Medium,ai_seed_template_v1
3329,US,UT,Utah,Red Rock Dink Society,Social Club,Small,ai_seed_template_v1
3330,US,UT,Utah,Moab Paddle Academy,Social Club,Tiny,ai_seed_template_v1
3331,US,UT,Utah,Beehive Pickleball Community,Competitive Training Club,Medium,ai_seed_template_v1
3332,US,UT,Utah,Salt Lake Paddle Crew,Social Club,Medium,ai_seed_template_v1
3333,US,UT,Utah,Metro Paddle Athletic Club,Indoor Facility Club,Small,ai_seed_template_v1
3334,US,UT,Utah,Beehive Paddle Community,Social Club,Small,ai_seed_template_v1
3335,US,UT,Utah,Beehive Pickleball Center,Competitive Training Club,Tiny,ai_seed_template_v1
3336,US,UT,Utah,Red Rock Baseline Collective,Public Park Club,Medium,ai_seed_template_v1
3337,US,UT,Utah,Wasatch Drop Shot Racquet & Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
3338,US,UT,Utah,Next Point Collective,League Organization,Tiny,ai_seed_template_v1
3339,US,UT,Utah,Parkside Rally Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
3340,US,UT,Utah,Salt Lake Dink Pickleball Club,Indoor Facility Club,Large,ai_seed_template_v1
3341,US,UT,Utah,Wasatch Paddle Club,Public Park Club,Medium,ai_seed_template_v1
3342,US,UT,Utah,True North Club,League Organization,Medium,ai_seed_template_v1
3343,US,UT,Utah,Moab Court Athletic Club,Indoor Facility Club,Medium,ai_seed_template_v1
3344,US,UT,Utah,Northside Court League,Retirement Community Club,Small,ai_seed_template_v1
3345,US,UT,Utah,Open Play Society,Competitive Training Club,Small,ai_seed_template_v1
3346,US,UT,Utah,Wasatch Court Pickleball Club,Social Club,Small,ai_seed_template_v1
3347,US,UT,Utah,Red Rock Dink Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
3348,US,UT,Utah,Heritage Paddle Rec Club,League Organization,Small,ai_seed_template_v1
3349,US,UT,Utah,Downtown Academy,Competitive Training Club,Small,ai_seed_template_v1
3350,US,UT,Utah,Four Corners Pickleball Club,Private Athletic Club,Small,ai_seed_template_v1
3351,US,UT,Utah,Metro Pickleball Community,Tournament Club,Small,ai_seed_template_v1
3352,US,UT,Utah,Northside Club,Retirement Community Club,Medium,ai_seed_template_v1
3353,US,VT,Vermont,Courtyard Community,Social Club,Medium,ai_seed_template_v1
3354,US,VT,Vermont,Vermont Paddle League,Tournament Club,Tiny,ai_seed_template_v1
3355,US,VT,Vermont,Maple Valley Side Out Community,Retirement Community Club,Tiny,ai_seed_template_v1
3356,US,VT,Vermont,Green Mountain Pickleball Rec Club,Tournament Club,Small,ai_seed_template_v1
3357,US,VT,Vermont,Maple Valley Dink Academy,Competitive Training Club,Medium,ai_seed_template_v1
3358,US,VA,Virginia,Civic League,Retirement Community Club,Medium,ai_seed_template_v1
3359,US,VA,Virginia,Blue Ridge Court Association,League Organization,Tiny,ai_seed_template_v1
3360,US,VA,Virginia,Heritage Crew,League Organization,Tiny,ai_seed_template_v1
3361,US,VA,Virginia,Heritage Baseline Academy,Community Recreation Club,Small,ai_seed_template_v1
3362,US,VA,Virginia,Richmond Drop Shot Athletic Club,Tournament Club,Tiny,ai_seed_template_v1
3363,US,VA,Virginia,Northside Rally Academy,League Organization,Medium,ai_seed_template_v1
3364,US,VA,Virginia,Heritage Pickleball Club,Private Athletic Club,Tiny,ai_seed_template_v1
3365,US,VA,Virginia,Old Dominion Court Collective,Community Recreation Club,Small,ai_seed_template_v1
3366,US,VA,Virginia,Old Dominion Court Club,Community Recreation Club,Medium,ai_seed_template_v1
3367,US,VA,Virginia,Community Kitchen Association,Competitive Training Club,Medium,ai_seed_template_v1
3368,US,VA,Virginia,Shenandoah Pickleball Paddle Club,Public Park Club,Medium,ai_seed_template_v1
3369,US,VA,Virginia,Old Dominion Rally League,Private Athletic Club,Small,ai_seed_template_v1
3370,US,VA,Virginia,Old Dominion Community,Retirement Community Club,Tiny,ai_seed_template_v1
3371,US,VA,Virginia,Richmond Collective,League Organization,Tiny,ai_seed_template_v1
3372,US,VA,Virginia,Richmond Paddle Club,Tournament Club,Tiny,ai_seed_template_v1
3373,US,VA,Virginia,Old Dominion Rally Rec Club,Tournament Club,Tiny,ai_seed_template_v1
3374,US,VA,Virginia,Richmond Pickleball Society,Competitive Training Club,Tiny,ai_seed_template_v1
3375,US,VA,Virginia,Four Corners Pickleball Club,Community Recreation Club,Tiny,ai_seed_template_v1
3376,US,VA,Virginia,Valley Dink Association,Competitive Training Club,Small,ai_seed_template_v1
3377,US,VA,Virginia,Southside Dink Society,Indoor Facility Club,Small,ai_seed_template_v1
3378,US,VA,Virginia,Ace Point Baseline Racquet & Paddle Club,Private Athletic Club,Small,ai_seed_template_v1
3379,US,VA,Virginia,Old Dominion Dink Academy,Tournament Club,Medium,ai_seed_template_v1
3380,US,VA,Virginia,Old Dominion Rally Athletic Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3381,US,VA,Virginia,Uptown Pickleball Club,Competitive Training Club,Small,ai_seed_template_v1
3382,US,VA,Virginia,Northside Rally Club,Retirement Community Club,Tiny,ai_seed_template_v1
3383,US,VA,Virginia,Downtown Court Association,Social Club,Tiny,ai_seed_template_v1
3384,US,VA,Virginia,Home Court Club,Tournament Club,Tiny,ai_seed_template_v1
3385,US,VA,Virginia,Blue Ridge Court Athletic Club,Social Club,Medium,ai_seed_template_v1
3386,US,VA,Virginia,Prime Time Pickleball Community,Public Park Club,Tiny,ai_seed_template_v1
3387,US,VA,Virginia,Metro Dink Association,Public Park Club,Medium,ai_seed_template_v1
3388,US,VA,Virginia,Four Corners Association,Public Park Club,Small,ai_seed_template_v1
3389,US,VA,Virginia,Richmond Dink Community,League Organization,Tiny,ai_seed_template_v1
3390,US,VA,Virginia,Ace Point Pickleball Club,Tournament Club,Tiny,ai_seed_template_v1
3391,US,VA,Virginia,Richmond Dink Club,League Organization,Small,ai_seed_template_v1
3392,US,VA,Virginia,Blue Ridge Paddle Academy,Tournament Club,Small,ai_seed_template_v1
3393,US,VA,Virginia,Community Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
3394,US,VA,Virginia,All-Court Net Pickleball Club,Public Park Club,Medium,ai_seed_template_v1
3395,US,VA,Virginia,Premier Society,Social Club,Medium,ai_seed_template_v1
3396,US,VA,Virginia,Baseline Pickleball Club,Public Park Club,Tiny,ai_seed_template_v1
3397,US,VA,Virginia,Richmond Court Athletic Club,League Organization,Small,ai_seed_template_v1
3398,US,VA,Virginia,Open Play Pickleball Club,Community Recreation Club,Tiny,ai_seed_template_v1
3399,US,VA,Virginia,Central Paddle Collective,Private Athletic Club,Small,ai_seed_template_v1
3400,US,VA,Virginia,Old Dominion Pickleball Society,Public Park Club,Medium,ai_seed_template_v1
3401,US,VA,Virginia,Blue Ridge Paddle Pickleball Club,Public Park Club,Medium,ai_seed_template_v1
3402,US,VA,Virginia,Shenandoah Court Academy,Indoor Facility Club,Medium,ai_seed_template_v1
3403,US,VA,Virginia,Old Dominion Pickleball Collective,League Organization,Tiny,ai_seed_template_v1
3404,US,VA,Virginia,Shenandoah Court Crew,Competitive Training Club,Small,ai_seed_template_v1
3405,US,VA,Virginia,Civic Court Pickleball Club,Public Park Club,Small,ai_seed_template_v1
3406,US,VA,Virginia,Richmond Paddle Academy,Competitive Training Club,Small,ai_seed_template_v1
3407,US,VA,Virginia,Shenandoah Crew,Retirement Community Club,Small,ai_seed_template_v1
3408,US,VA,Virginia,Prime Time Pickleball Club,Private Athletic Club,Medium,ai_seed_template_v1
3409,US,VA,Virginia,Home Court Academy,Community Recreation Club,Large,ai_seed_template_v1
3410,US,VA,Virginia,Richmond Dink Society,Social Club,Tiny,ai_seed_template_v1
3411,US,VA,Virginia,Old Dominion Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3412,US,VA,Virginia,Tidewater Dink League,Social Club,Small,ai_seed_template_v1
3413,US,VA,Virginia,Old Dominion Pickleball Club,League Organization,Small,ai_seed_template_v1
3414,US,VA,Virginia,Central Pickleball League,Public Park Club,Tiny,ai_seed_template_v1
3415,US,VA,Virginia,All-Court Third Shot Pickleball Club,Competitive Training Club,Tiny,ai_seed_template_v1
3416,US,VA,Virginia,Golden Paddle Rec Club,Private Athletic Club,Small,ai_seed_template_v1
3417,US,VA,Virginia,Old Dominion Pickleball Athletic Club,Competitive Training Club,Tiny,ai_seed_template_v1
3418,US,VA,Virginia,Richmond Rally Club,Retirement Community Club,Small,ai_seed_template_v1
3419,US,VA,Virginia,Shenandoah Society,League Organization,Tiny,ai_seed_template_v1
3420,US,VA,Virginia,Baseline Smash Collective,Indoor Facility Club,Tiny,ai_seed_template_v1
3421,US,VA,Virginia,Cornerstone Side Out Community,Social Club,Tiny,ai_seed_template_v1
3422,US,VA,Virginia,Next Point Pickleball Club,Community Recreation Club,Tiny,ai_seed_template_v1
3423,US,VA,Virginia,Shenandoah Paddle Crew,Private Athletic Club,Medium,ai_seed_template_v1
3424,US,VA,Virginia,Blue Ridge Paddle Collective,Social Club,Tiny,ai_seed_template_v1
3425,US,VA,Virginia,Cornerstone Pickleball Association,Indoor Facility Club,Tiny,ai_seed_template_v1
3426,US,VA,Virginia,Ace Point Center,Competitive Training Club,Small,ai_seed_template_v1
3427,US,VA,Virginia,Shenandoah Paddle Athletic Club,League Organization,Tiny,ai_seed_template_v1
3428,US,VA,Virginia,Southside Paddle Academy,Social Club,Small,ai_seed_template_v1
3429,US,VA,Virginia,Victory Rec Club,Community Recreation Club,Medium,ai_seed_template_v1
3430,US,VA,Virginia,Blue Ridge Dink Collective,Competitive Training Club,Small,ai_seed_template_v1
3431,US,VA,Virginia,Tidewater Dink Society,League Organization,Small,ai_seed_template_v1
3432,US,VA,Virginia,Blue Ridge Pickleball Racquet & Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
3433,US,VA,Virginia,Pacesetter Pickleball Club,Private Athletic Club,Large,ai_seed_template_v1
3434,US,VA,Virginia,Shenandoah Kitchen Athletic Club,Social Club,Small,ai_seed_template_v1
3435,US,VA,Virginia,Riverside Rally Racquet & Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
3436,US,VA,Virginia,Richmond Paddle Community,Retirement Community Club,Medium,ai_seed_template_v1
3437,US,VA,Virginia,Tidewater Rally Association,Social Club,Large,ai_seed_template_v1
3438,US,VA,Virginia,Prime Time Collective,Social Club,Tiny,ai_seed_template_v1
3439,US,VA,Virginia,Richmond Pickleball Crew,League Organization,Tiny,ai_seed_template_v1
3440,US,VA,Virginia,Pioneer Court Crew,Public Park Club,Medium,ai_seed_template_v1
3441,US,WA,Washington,Spokane Paddle Racquet & Paddle Club,Competitive Training Club,Medium,ai_seed_template_v1
3442,US,WA,Washington,Spokane Dink Pickleball Club,Public Park Club,Tiny,ai_seed_template_v1
3443,US,WA,Washington,Sunset Pickleball Community,Indoor Facility Club,Tiny,ai_seed_template_v1
3444,US,WA,Washington,Olympic Paddle Athletic Club,Public Park Club,Tiny,ai_seed_template_v1
3445,US,WA,Washington,Seattle Paddle Athletic Club,Community Recreation Club,Tiny,ai_seed_template_v1
3446,US,WA,Washington,True North Athletic Club,Community Recreation Club,Small,ai_seed_template_v1
3447,US,WA,Washington,Spokane Pickleball Club,Social Club,Medium,ai_seed_template_v1
3448,US,WA,Washington,Cascade Paddle League,Retirement Community Club,Small,ai_seed_template_v1
3449,US,WA,Washington,Heritage Pickleball Club,Public Park Club,Small,ai_seed_template_v1
3450,US,WA,Washington,Evergreen Dink Rec Club,Social Club,Small,ai_seed_template_v1
3451,US,WA,Washington,Spokane Dink Center,Private Athletic Club,Medium,ai_seed_template_v1
3452,US,WA,Washington,Olympic Society,League Organization,Small,ai_seed_template_v1
3453,US,WA,Washington,Pioneer Dink Athletic Club,Social Club,Small,ai_seed_template_v1
3454,US,WA,Washington,Puget Sound Pickleball Society,League Organization,Medium,ai_seed_template_v1
3455,US,WA,Washington,Sunset Paddle Society,Public Park Club,Small,ai_seed_template_v1
3456,US,WA,Washington,Spokane Pickleball Community,Retirement Community Club,Medium,ai_seed_template_v1
3457,US,WA,Washington,Open Play Club,Retirement Community Club,Tiny,ai_seed_template_v1
3458,US,WA,Washington,Next Point Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
3459,US,WA,Washington,Riverside Dink Center,Social Club,Medium,ai_seed_template_v1
3460,US,WA,Washington,Valley Court Club,Public Park Club,Medium,ai_seed_template_v1
3461,US,WA,Washington,Puget Sound Rally Crew,Tournament Club,Medium,ai_seed_template_v1
3462,US,WA,Washington,Prime Time Court Association,Indoor Facility Club,Tiny,ai_seed_template_v1
3463,US,WA,Washington,Open Play Kitchen Rec Club,Tournament Club,Medium,ai_seed_template_v1
3464,US,WA,Washington,Open Play Drop Shot League,Private Athletic Club,Large,ai_seed_template_v1
3465,US,WA,Washington,Eastside Rally Community,Private Athletic Club,Medium,ai_seed_template_v1
3466,US,WA,Washington,Match Point Pickleball Club,Private Athletic Club,Medium,ai_seed_template_v1
3467,US,WA,Washington,Highland Paddle Athletic Club,Competitive Training Club,Small,ai_seed_template_v1
3468,US,WA,Washington,Seattle Rally Collective,League Organization,Tiny,ai_seed_template_v1
3469,US,WA,Washington,Southside Rally League,Community Recreation Club,Tiny,ai_seed_template_v1
3470,US,WA,Washington,Prime Time Court Club,Public Park Club,Tiny,ai_seed_template_v1
3471,US,WA,Washington,Pioneer Pickleball Rec Club,Social Club,Medium,ai_seed_template_v1
3472,US,WA,Washington,Spokane Court Athletic Club,Competitive Training Club,Medium,ai_seed_template_v1
3473,US,WA,Washington,All-Court Net Pickleball Club,Public Park Club,Medium,ai_seed_template_v1
3474,US,WA,Washington,Spokane Rally Collective,Competitive Training Club,Large,ai_seed_template_v1
3475,US,WA,Washington,Southside Court Center,Retirement Community Club,Medium,ai_seed_template_v1
3476,US,WA,Washington,Cornerstone Center,Social Club,Medium,ai_seed_template_v1
3477,US,WA,Washington,Spokane Dink Society,Community Recreation Club,Large,ai_seed_template_v1
3478,US,WA,Washington,Cascade Rally Association,Public Park Club,Small,ai_seed_template_v1
3479,US,WA,Washington,Pacesetter Side Out League,Community Recreation Club,Small,ai_seed_template_v1
3480,US,WA,Washington,Spokane Dink Racquet & Paddle Club,Tournament Club,Tiny,ai_seed_template_v1
3481,US,WA,Washington,Spokane Pickleball Racquet & Paddle Club,Public Park Club,Tiny,ai_seed_template_v1
3482,US,WA,Washington,Eastside Rally Racquet & Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3483,US,WA,Washington,Seattle Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3484,US,WA,Washington,Olympic Baseline Collective,Indoor Facility Club,Medium,ai_seed_template_v1
3485,US,WA,Washington,Spokane Paddle Club,Retirement Community Club,Tiny,ai_seed_template_v1
3486,US,WA,Washington,Olympic Paddle Rec Club,Public Park Club,Tiny,ai_seed_template_v1
3487,US,WA,Washington,Seattle Pickleball Paddle Club,Indoor Facility Club,Mega,ai_seed_template_v1
3488,US,WA,Washington,Home Court Club,Private Athletic Club,Tiny,ai_seed_template_v1
3489,US,WA,Washington,Puget Sound Dink Paddle Club,Private Athletic Club,Medium,ai_seed_template_v1
3490,US,WA,Washington,Premier Net Athletic Club,Private Athletic Club,Tiny,ai_seed_template_v1
3491,US,WA,Washington,Evergreen Paddle Rec Club,League Organization,Medium,ai_seed_template_v1
3492,US,WA,Washington,Puget Sound Pickleball Racquet & Paddle Club,Retirement Community Club,Medium,ai_seed_template_v1
3493,US,WA,Washington,Puget Sound Pickleball Academy,Community Recreation Club,Tiny,ai_seed_template_v1
3494,US,WA,Washington,Puget Sound Paddle Crew,Competitive Training Club,Tiny,ai_seed_template_v1
3495,US,WA,Washington,Spokane Athletic Club,Public Park Club,Medium,ai_seed_template_v1
3496,US,WA,Washington,Open Play Paddle Athletic Club,Tournament Club,Tiny,ai_seed_template_v1
3497,US,WA,Washington,Seattle Paddle Academy,Public Park Club,Medium,ai_seed_template_v1
3498,US,WA,Washington,Spokane Paddle League,Community Recreation Club,Medium,ai_seed_template_v1
3499,US,WA,Washington,Puget Sound Court Crew,Social Club,Medium,ai_seed_template_v1
3500,US,WA,Washington,Highland Dink Association,Public Park Club,Tiny,ai_seed_template_v1
3501,US,WA,Washington,Valley Court Athletic Club,League Organization,Tiny,ai_seed_template_v1
3502,US,WA,Washington,Cascade Third Shot Center,Public Park Club,Small,ai_seed_template_v1
3503,US,WA,Washington,Seattle Paddle Racquet & Paddle Club,Retirement Community Club,Medium,ai_seed_template_v1
3504,US,WA,Washington,Cascade Pickleball Collective,Retirement Community Club,Tiny,ai_seed_template_v1
3505,US,WA,Washington,Cascade Rally Racquet & Paddle Club,Social Club,Medium,ai_seed_template_v1
3506,US,WA,Washington,Premier Athletic Club,Tournament Club,Tiny,ai_seed_template_v1
3507,US,WA,Washington,Evergreen Pickleball Community,Community Recreation Club,Small,ai_seed_template_v1
3508,US,WA,Washington,Prime Time Racquet & Paddle Club,Private Athletic Club,Small,ai_seed_template_v1
3509,US,WA,Washington,Baseline Racquet & Paddle Club,Social Club,Small,ai_seed_template_v1
3510,US,WA,Washington,Evergreen Paddle Center,Indoor Facility Club,Tiny,ai_seed_template_v1
3511,US,WA,Washington,Seattle Dink Rec Club,League Organization,Small,ai_seed_template_v1
3512,US,WA,Washington,Cornerstone Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
3513,US,WA,Washington,Golden Paddle Pickleball Club,Public Park Club,Small,ai_seed_template_v1
3514,US,WA,Washington,Olympic Dink Academy,Public Park Club,Medium,ai_seed_template_v1
3515,US,WV,West Virginia,New River Dink Paddle Club,Community Recreation Club,Tiny,ai_seed_template_v1
3516,US,WV,West Virginia,Morgantown Baseline Academy,Social Club,Medium,ai_seed_template_v1
3517,US,WV,West Virginia,Summit Drop Shot Crew,Retirement Community Club,Small,ai_seed_template_v1
3518,US,WV,West Virginia,Heritage Paddle Society,Social Club,Small,ai_seed_template_v1
3519,US,WV,West Virginia,Summit Pickleball Club,Social Club,Medium,ai_seed_template_v1
3520,US,WV,West Virginia,Southside Dink Academy,Private Athletic Club,Tiny,ai_seed_template_v1
3521,US,WV,West Virginia,Four Corners Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
3522,US,WV,West Virginia,Appalachian Pickleball Athletic Club,Retirement Community Club,Tiny,ai_seed_template_v1
3523,US,WV,West Virginia,Morgantown Dink Rec Club,Competitive Training Club,Small,ai_seed_template_v1
3524,US,WV,West Virginia,Heritage Net Paddle Club,Retirement Community Club,Tiny,ai_seed_template_v1
3525,US,WV,West Virginia,All-Court Pickleball Club,Competitive Training Club,Tiny,ai_seed_template_v1
3526,US,WV,West Virginia,Appalachian Third Shot Rec Club,Indoor Facility Club,Medium,ai_seed_template_v1
3527,US,WV,West Virginia,Prime Time Academy,Tournament Club,Small,ai_seed_template_v1
3528,US,WV,West Virginia,Riverside Court League,Public Park Club,Tiny,ai_seed_template_v1
3529,US,WV,West Virginia,Kanawha Rally Academy,Retirement Community Club,Large,ai_seed_template_v1
3530,US,WV,West Virginia,Kanawha Dink Crew,Social Club,Small,ai_seed_template_v1
3531,US,WV,West Virginia,Heritage Court Academy,Indoor Facility Club,Tiny,ai_seed_template_v1
3532,US,WI,Wisconsin,All-Court Serve Paddle Club,Community Recreation Club,Tiny,ai_seed_template_v1
3533,US,WI,Wisconsin,Northwoods Rally League,Tournament Club,Small,ai_seed_template_v1
3534,US,WI,Wisconsin,Baseline Drop Shot Athletic Club,Tournament Club,Medium,ai_seed_template_v1
3535,US,WI,Wisconsin,Northwoods Pickleball Academy,Community Recreation Club,Tiny,ai_seed_template_v1
3536,US,WI,Wisconsin,Pacesetter Drop Shot Crew,Community Recreation Club,Small,ai_seed_template_v1
3537,US,WI,Wisconsin,Northwoods Dink Community,Public Park Club,Tiny,ai_seed_template_v1
3538,US,WI,Wisconsin,Door County Paddle Academy,Public Park Club,Tiny,ai_seed_template_v1
3539,US,WI,Wisconsin,Courtyard Academy,League Organization,Small,ai_seed_template_v1
3540,US,WI,Wisconsin,Badger Dink Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
3541,US,WI,Wisconsin,Madison Dink Community,Competitive Training Club,Small,ai_seed_template_v1
3542,US,WI,Wisconsin,Badger Dink Racquet & Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3543,US,WI,Wisconsin,Heritage Baseline League,Indoor Facility Club,Small,ai_seed_template_v1
3544,US,WI,Wisconsin,Madison Pickleball Association,Indoor Facility Club,Tiny,ai_seed_template_v1
3545,US,WI,Wisconsin,Madison Pickleball Rec Club,Retirement Community Club,Tiny,ai_seed_template_v1
3546,US,WI,Wisconsin,Sunset Court Association,Retirement Community Club,Small,ai_seed_template_v1
3547,US,WI,Wisconsin,Open Play Club,League Organization,Small,ai_seed_template_v1
3548,US,WI,Wisconsin,Milwaukee Society,Competitive Training Club,Small,ai_seed_template_v1
3549,US,WI,Wisconsin,Door County Paddle League,Public Park Club,Tiny,ai_seed_template_v1
3550,US,WI,Wisconsin,Courtyard Pickleball Club,Social Club,Small,ai_seed_template_v1
3551,US,WI,Wisconsin,Baseline Smash League,Public Park Club,Tiny,ai_seed_template_v1
3552,US,WI,Wisconsin,Heritage Serve Rec Club,Retirement Community Club,Tiny,ai_seed_template_v1
3553,US,WI,Wisconsin,Premier Racquet & Paddle Club,Retirement Community Club,Medium,ai_seed_template_v1
3554,US,WI,Wisconsin,Door County Rally Paddle Club,Tournament Club,Large,ai_seed_template_v1
3555,US,WI,Wisconsin,Madison Athletic Club,Indoor Facility Club,Medium,ai_seed_template_v1
3556,US,WI,Wisconsin,Community Pickleball Community,Public Park Club,Medium,ai_seed_template_v1
3557,US,WI,Wisconsin,Active Life Rec Club,Private Athletic Club,Tiny,ai_seed_template_v1
3558,US,WI,Wisconsin,Riverside Dink Society,Private Athletic Club,Tiny,ai_seed_template_v1
3559,US,WI,Wisconsin,Open Play Rally Rec Club,Competitive Training Club,Small,ai_seed_template_v1
3560,US,WI,Wisconsin,Civic Dink Center,Social Club,Small,ai_seed_template_v1
3561,US,WI,Wisconsin,Valley Pickleball Collective,League Organization,Medium,ai_seed_template_v1
3562,US,WI,Wisconsin,Four Corners Pickleball Club,Indoor Facility Club,Small,ai_seed_template_v1
3563,US,WI,Wisconsin,Northwoods Pickleball Rec Club,Tournament Club,Medium,ai_seed_template_v1
3564,US,WI,Wisconsin,Milwaukee Pickleball Paddle Club,Competitive Training Club,Medium,ai_seed_template_v1
3565,US,WI,Wisconsin,Classic Pickleball Club,Competitive Training Club,Tiny,ai_seed_template_v1
3566,US,WI,Wisconsin,Madison Dink Collective,Private Athletic Club,Tiny,ai_seed_template_v1
3567,US,WI,Wisconsin,All-Court Serve Athletic Club,League Organization,Tiny,ai_seed_template_v1
3568,US,WI,Wisconsin,Badger Pickleball Society,Public Park Club,Small,ai_seed_template_v1
3569,US,WI,Wisconsin,Madison Pickleball Club,League Organization,Tiny,ai_seed_template_v1
3570,US,WI,Wisconsin,Four Corners Baseline Center,Indoor Facility Club,Tiny,ai_seed_template_v1
3571,US,WI,Wisconsin,Pacesetter Pickleball Club,Public Park Club,Medium,ai_seed_template_v1
3572,US,WI,Wisconsin,Door County Pickleball Association,Retirement Community Club,Large,ai_seed_template_v1
3573,US,WI,Wisconsin,Next Point Third Shot Athletic Club,Private Athletic Club,Small,ai_seed_template_v1
3574,US,WI,Wisconsin,Madison Paddle Society,Social Club,Medium,ai_seed_template_v1
